crash_record_id,crash_date,posted_speed_limit,traffic_control_device,device_condition,weather_condition,lighting_condition,first_crash_type,trafficway_type,alignment,roadway_surface_cond,road_defect,report_type,crash_type,damage,date_police_notified,prim_contributory_cause,sec_contributory_cause,street_no,street_direction,street_name,beat_of_occurrence,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,injuries_unknown,crash_hour,crash_day_of_week,crash_month,latitude,longitude,location,speed_limit
4d9e214fa9f3ab51c5fc1c2ab8fc0f053003e1a4533aa1b00f39105e16a55442f4630ff4a0557cfbb1b7fc9658e2949f737acd4c5c9cb762f4f686b24230ca20,2025/3/5 9:00,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-03-05T09:00:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6630,N,RAVENSWOOD AVE,2432,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,3,42.00260037,-87.67529244,POINT (-87.675292438185 42.002600373141),30
fcac8b1ef3ac663ad25d7a794f3732f3b6a6d539a907843a6744305cb0e2e370058f560b53da7f925972cc973df77aef12a5dbf3de82536c60c5f84420268959,2025/3/5 9:00,30,TRAFFIC SIGNAL,UNKNOWN,CLOUDY/OVERCAST,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T09:45:00.000,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,1200,N,ASHLAND AVE,1424,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,3,41.90337747,-87.66764314,POINT (-87.667643142275 41.903377467567),30
ae7436896f80ef6fbdacb466137e22d6880d570e3b12122c69cec1ee7a0dc8bebf51caf27acdf6dc25110b1d7489e532e21534f67a55434bc9f4fc8e6b4869bf,2025/3/5 8:55,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,$500 OR LESS,2025-03-05T09:50:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2901,S,WESTERN AVE,1034,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,4,3,41.83936663,-87.68508226,POINT (-87.685082256445 41.839366633334),30
6a25c19883a2ecaaaedd5dd47c1c749ff991098c0ebd6f80fe6ca3a11d870bf6d02bb3c87ec5cc83f5bfe01f351ff8ec47bb8fda7b52e346a51530c650aad966,2025/3/5 8:53,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-03-05T09:35:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,8700,S,EGGLESTON AVE,2223,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,4,3,41.73583824,-87.63524421,POINT (-87.635244212345 41.735838243085),30
0a90d31e3e7da668cf785f9473f7cb1c7301616aba9c76cd5b01663448e9ef745fff6cb9a53afc9401cd7c9e9b6156d04aa5f0b2a079a6c60a94bd8bd530906a,2025/3/5 8:51,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T10:00:00.000,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,7100,S,YATES BLVD,334,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,4,3,41.7662877,-87.56663327,POINT (-87.566633265847 41.766287700895),30
12c60b880eddfee66e45c10c74af3bd3d8df35e73a5701e003f42d8488810cd4a2174949818e76dec6aa9dd67a241bdb548f29a92516a8d2dc0ddce45b53e99d,2025/3/5 8:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T08:55:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,9230,S,HARBOR AVE,424,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,8,4,3,41.72755746,-87.54425833,POINT (-87.544258332142 41.727557461161),30
a76ec265216015305084cdc05a1b29c0a069e7ab7633bb3c30ce933fe23a6c370b94d5f2aaed877561b825e752189e1ec4d6759443249f263abfd1b712e7470e,2025/3/5 8:47,15,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T19:00:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,66,N,WASHTENAW AVE,1222,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,3,41.88287479,-87.69410614,POINT (-87.694106140946 41.882874787694),15
02da0fa3f6b7ced3fd1fd39038c6d0e1288d75dc97885f927425d8bba33fdf5053ba99de8ab5d7e6f6004daf0afb348eeda78b32f841a57d610fa8694d742665,2025/3/5 8:30,25,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-05T12:00:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1143,N,LEAVITT ST,1212,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,8,4,3,41.90247927,-87.68198068,POINT (-87.681980675863 41.902479271258),25
4d1c7f60f1a886cf8631788d3374052cd75e31ce7fb74cc3647c2dc37b3a8ff6b21f6a0a24020d3d10ba10b2527c072707810568479aff5a852e70020cfd8592,2025/3/5 8:30,30,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT ON GRADE,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T09:15:00.000,UNABLE TO DETERMINE,IMPROPER LANE USAGE,150,E,RANDOLPH ST,114,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,41.88462845,-87.6226127,POINT (-87.622612699047 41.88462844514),30
72a11a78e2323c65bd12a901551c9af138158ee5b092cb12ac53854b2e208f9966c134e33856b1bf33e5a1480626688f285f7f2e1792a17c4577b05c89ddc29f,2025/3/5 8:30,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T08:36:00.000,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,611,N,WOLCOTT AVE,1221,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,3,41.892696,-87.67437055,POINT (-87.674370550369 41.892696001056),20
cd1fba763ee06e84c1300207ee4a1ecaf2c4d09d7ea323527feb8901ea6b431fcbe6ebebed81b7d115d692f42712dd4e5263a3c38594f2d5373a3104b86467fd,2025/3/5 8:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T08:39:00.000,WEATHER,UNABLE TO DETERMINE,3900,S,LA SALLE ST,213,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,4,3,41.82364233,-87.62978732,POINT (-87.629787316104 41.823642334896),30
eb2e607c475aa4844e69b87db303c57f2c9e602bf6036e86667192d6263aba221fcb3b20273bd8a2dedef1be893c2334f21f41cded919a3f8bd730553ce60b0a,2025/3/5 8:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T10:30:00.000,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,2017,W,MONTROSE AVE,1911,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,8,4,3,41.9613389,-87.67969241,POINT (-87.679692409029 41.961338900106),30
fdfabc7130176d2ebbdc21b3f43fb4209dc719fc27063ac6897939e8e1c2cf3c1f6fff498ed2dd648530b1b0b9c49c136102512365a72dfc1c9933fb4b7cfdb9,2025/3/5 8:25,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-05T08:29:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3641,W,47TH ST,821,2,NONINCAPACITATING INJURY,2,0,0,1,1,0,0,8,4,3,41.80786741,-87.71525534,POINT (-87.715255340255 41.807867407726),30
f0da7511d340fea7b8436a1dd73e39671549d154d995f228e56f8e73d2cf067b6c44596bd676c56ffc5023ddbea1f8338f198b2e3ff94f9cac7ce529c080f2e6,2025/3/5 8:23,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,$500 OR LESS,2025-03-05T08:40:00.000,IMPROPER LANE USAGE,UNABLE TO DETERMINE,150,W,CHICAGO AVE,1832,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,41.8967181,-87.63314478,POINT (-87.633144780336 41.896718102793),35
915767d40a58d18f85111fb784b836317b7a2af180e68e9ea71fbb33920a4387b828606a7d1e1a6bd4b1b10b2a06e371c230ffd3fd5a707b63ef1df491a12064,2025/3/5 8:15,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T08:20:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,7043,S,ROCKWELL ST,832,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,4,3,41.76516326,-87.6880049,POINT (-87.688004896588 41.765163255),10
b357da290e60c42fd5d9be5aeb1675b9e736b0ae1709fced0de3c2b97161165fbd530e8b3b220a98cdc1834a52adcef1a8f9ab3ec57062023fa9c85bb69436ba,2025/3/5 8:15,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-03-05T08:17:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,9901,S,HALSTED ST,2232,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,41.71412565,-87.64285255,POINT (-87.642852547443 41.714125649277),30
d2afa16ae2cca8ab0d300e9ff2dbda3358d1eb450f0a6af46ef72867ddaf9d1912119ffa0cff15116e5c0341ff03b0f90e60e7f6249e366082bef42b0751b658,2025/3/5 8:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,FOUR WAY,"CURVE, LEVEL",WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T08:15:00.000,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,12600,S,TORRENCE AVE,433,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,4,3,41.66611299,-87.55900308,POINT (-87.559003080261 41.666112991211),30
28c1d456b39bee3682b2bdee946253d96e91e662f137a6d88c7099b05f877944869c0f3f30b4ee9a5aed702946456cc8790621086860ae19ca643644fdb68fba,2025/3/5 8:09,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-05T08:10:00.000,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1632,W,63RD ST,714,2,NONINCAPACITATING INJURY,2,0,0,2,0,2,0,8,4,3,41.77954376,-87.66552259,POINT (-87.665522585168 41.779543760894),30
de63eacba61f4a98ace90fdf319f2497f7656631d02b3f0e9d59d8eafbaf99d3d54809609defc7910e8c6263745d5d58d24d08cbbf7dfa6316d1dcdbb94306b8,2025/3/5 8:06,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-03-05T08:06:00.000,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,3535,W,47TH ST,821,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,41.80789923,-87.71273746,POINT (-87.712737462275 41.807899233063),30
e1fa41f46fd7b57b3f4088620bf1b8caa427ce1ec60a2cc3d921d43c8852699003912ca9ee701791da72d6d7b010f476e14bbd8ffc7608e3859abcd5d9cc8400,2025/3/5 8:06,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT ON GRADE,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,$500 OR LESS,2025-03-05T08:25:00.000,FOLLOWING TOO CLOSELY,NOT APPLICABLE,1220,W,GRACE ST,1923,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,41.95114593,-87.66008408,POINT (-87.660084084182 41.951145925581),25
092d2747d35e74f895dac5b480ac46e985ff442d996e15e6aea2126e209f6d9313cf8d373a5464515dc4e28d978bace229d0a92d5ad18006f38691084b107e84,2025/3/5 8:05,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T08:47:00.000,IMPROPER LANE USAGE,NOT APPLICABLE,1500,N,LAKE SHORE DR NB,1824,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,41.90957987,-87.62608177,POINT (-87.626081768182 41.909579866705),30
ef909f9214b6e127c90323fc98308753ca076a5bdd7067ba4cc1f9db4849a5996fca3e4dc9abe4d25cc5f4517a88861504867c5e58e42afed6aeb7507a0d7871,2025/3/5 8:04,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T08:09:00.000,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,210,N,WABASH AVE,111,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,41.88604244,-87.62644432,POINT (-87.62644432372 41.886042436162),30
20c742d344ab119bef3ee2e1f3f74785c8f87a87c939e7f79470624dfb32e63eca51bde00d6fba32d15eba0bf2653c55220a6b2311cff9f2d760bae538b89d05,2025/3/5 8:02,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T08:02:00.000,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,500,W,MADISON ST,121,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,41.88199434,-87.63975868,POINT (-87.639758684881 41.881994338205),30
2504338c3140811ecc6ae18b21d10298f1761496bfe208906ec5e09263a9ca0db746da2f381de45ff3c5f2376acbe8d6abbd4e97f98a923d61eb6bb3009d8094,2025/3/5 8:00,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-03-05T19:26:00.000,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,2420,W,ROOSEVELT RD,1135,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,41.86671506,-87.68660902,POINT (-87.686609020356 41.866715058917),30
2bc522ad9f3ac48d680395a6a56a6725916b0c2d98f232446ccc205d5aa3f0d26ab44ffd07e6665d7b788cceb824c6a36b91b5fcf7cf2ba06820169a90d4aeb9,2025/3/5 8:00,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,UNKNOWN,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T08:35:00.000,NOT APPLICABLE,NOT APPLICABLE,2401,W,ROOSEVELT RD,1023,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,4,3,41.86650119,-87.6861576,POINT (-87.686157599021 41.866501191036),35
773a07bbc1a66af46dc816158e11955239ce05c1365ade28c16d88fc29bb103938a49910df1e87175843408aca1cbc352a6bbde8916412a820b96aa7572a993a,2025/3/5 8:00,15,TRAFFIC SIGNAL,UNKNOWN,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T14:00:00.000,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,707,E,37TH ST,212,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,41.82770517,-87.60847172,POINT (-87.608471724358 41.827705167941),15
8c3a0b5d96fed21849f484e670f65687f96fd21c834bce5709492e4f9c75ff1c5809079ff4cb1953b6848da4afcfe17bf0d4d6170f2b32845e7edf95463a12ab,2025/3/5 8:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T08:28:00.000,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,3147,S,SACRAMENTO AVE,1033,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,41.83524671,-87.69976705,POINT (-87.699767053349 41.835246705067),30
b984d776340dde1ade50456db49cca0f9586a7a9b1c642d89915d707b44cc093f3fd630fc7f4e908c7dfd65d5b4805fe08cd6784c84e8e31901ef7c641042540,2025/3/5 8:00,15,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T17:20:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,7700,S,PRAIRIE AVE,623,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,3,41.75461299,-87.61837895,POINT (-87.618378954023 41.754612988298),15
de811e2edc606dbf2237f64e1d7fb4c4ebad36244a4a40dd08cb4ad80bbf66f234ee6edf15bee266ca334b03b57f5a53b14779e107058174079ad3a7097d2c1c,2025/3/5 8:00,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,TURNING,Y-INTERSECTION,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T17:15:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,1031,N,HOMAN AVE,1121,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,41.9002989,-87.71130777,POINT (-87.711307770172 41.900298903274),30
d88a91233d872a6b4c2f7aebb917d8a136a3268bcc914a0fd0ce6275fb9d956008c3692e194c73eb3b8070dbf0c1d8aecbea4c1da289367a96d5c6858321fa0a,2025/3/5 7:55,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T08:10:00.000,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,300,S,LAKE SHORE DR NB,114,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,7,4,3,41.87831013,-87.6175759,POINT (-87.617575903416 41.878310134581),30
1abb20f1fd7bdf7d19092704ef5e03659c4f616157e152a592b7c459c708d929e662fa98c166386eb85dcb937315e00a33820440e50b5c9491bbce4ec3c020c8,2025/3/5 7:50,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T08:45:00.000,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,10500,S,CALHOUN AVE,434,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,3,41.70449405,-87.56218762,POINT (-87.562187620914 41.704494054945),30
543742c10ad3ec972ae05b290b0f9d9eb7870222f4115c09f3b872d1cd49e65afeaaf7ea1e2993a44bd4b345cc1128ca9ba4a2c9cc15197c73df805a296056fe,2025/3/5 7:50,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-05T07:51:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,4351,N,LAKE SHORE DR NB,1915,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,7,4,3,41.96195363,-87.64607681,POINT (-87.646076809858 41.961953631409),40
c5da337e5d5adccb177adbbdf95772427916e0fcf312e775a1fe270cfc774b5fc85fd8cd4137312b649bc8ff5a301e711e7c1f7aeac42bd241ffd845419ab8ba,2025/3/5 7:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-05T08:35:00.000,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,UNABLE TO DETERMINE,1501,W,NORTH AVE,1433,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,3,41.91055465,-87.66521232,POINT (-87.665212316888 41.910554645603),30
cc09ffb730c2b87d0dfbf3a513db88a72fb6f82111cc4abc2367d2eed7a936f547b6bc93328901552fdd3f905405f9ded1b3447d5cfe911d24cb8a73fc6685d5,2025/3/5 7:50,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,2025-03-05T08:30:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,725,W,ARMITAGE AVE,1813,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,7,4,3,41.9180872,-87.6471658,POINT (-87.647165799029 41.918087204448),25
328592fc067d996fcf7c48f117692a10d9b07fe35e076f706954d85f573bfbfd0914628da789b640a876cde85e9360dce1f32f7ee6e6746cb861fa13bbe6921f,2025/3/5 7:35,35,UNKNOWN,UNKNOWN,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,$500 OR LESS,2025-03-05T07:40:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,358,W,115TH ST,522,2,NO INDICATION OF INJURY,0,0,0,0,0,6,0,7,4,3,41.68531457,-87.63242396,POINT (-87.632423957093 41.685314566165),35
0762201400cf390a80df51ae4ba851717fbf6537ebe366ed2965719185f0b33713f0e3e4a41bc97fa73c022aa86e36abc04166b753461548c44cd7cdbd8c7023,2025/3/5 7:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,$500 OR LESS,2025-03-05T07:40:00.000,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,2125,N,CENTRAL AVE,2515,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,3,41.91888608,-87.76526616,POINT (-87.765266160193 41.918886081471),30
3bde5daf2121eec3d6a93db46bbd03d5db90c3d26292b0b99ec21b00d13dab174d4cee1b5a8e85c1736f96eb8965758270b419f3e89b6589eb236acf8a4e27ad,2025/3/5 7:25,5,FLASHING CONTROL SIGNAL,FUNCTIONING IMPROPERLY,RAIN,DAWN,TURNING,"FIVE POINT, OR MORE",STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-05T13:20:00.000,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2315,W,OGDEN AVE,1233,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,3,41.86619115,-87.68406096,POINT (-87.684060963465 41.866191152721),5
ad81d64f162580d72e8774492178f42f66f6e19d91a45956ec327c355edaa836f723dbc4c5595e84667e4b56be753bf15304ffbb4b2ae8afa833e63d889f4007,2025/3/5 7:20,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,OTHER OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-05T07:21:00.000,NOT APPLICABLE,NOT APPLICABLE,11414,S,WESTERN AVE,2212,2,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,7,4,3,41.68566773,-87.68111185,POINT (-87.681111850029 41.68566773253),30
